page,block,heading,content,avgFontSize,height,width,textLength,x0,y0,x1,y1,isBold,isItalic
144,14,BODY,PartoftheStableABI.ReturnthesizeofbytearrayaftercheckingforaNULLpointer.,8.94,5.99,336.62,72,96.91,474.24,433.52,480.23,FALSE,FALSE
145,3,BODY,ThePy_UNICODErepresentationhasbeenremovedsincePython3.12withdeprecatedAPIs.SeePEP623for moreinformation.,8.94,17.94,436.33,104,79.47,134.34,515.8,152.28,FALSE,FALSE
145,9,BODY,"ThesesubtypesofPyObjectrepresentaPythonUnicodeobject.Inalmostallcases,theyshouldn’tbeused directly,sinceallAPIfunctionsthatdealwithUnicodeobjectstakeandreturnPyObjectpointers. Addedinversion3.3.",8.94,35.88,426.36,194,96.91,437.43,523.27,473.31,FALSE,FALSE
146,11,BODY,Readacodepointfromacanonicalrepresentationdata(asobtainedwithPyUnicode_DATA()).Nochecks orreadycallsareperformed. Addedinversion3.3.,8.94,35.88,426.37,132,96.91,524.3,523.28,560.18,FALSE,FALSE
151,1,BODY,"added. Changedinversion3.12:SupportforconversionspecifiersoandX.Supportforlengthmodifiersjandt. Lengthmodifiersarenowappliedtoallintegerconversions.Lengthmodifierlisnowappliedtoconversion specifierssandV.Supportforvariablewidthandprecision*.Supportforflag-. AnunrecognizedformatcharacternowsetsaSystemError.Inpreviousversionsitcausedalltherestofthe formatstringtobecopiedas-istotheresultstring,andanyextraargumentsdiscarded. Changedinversion3.13:Supportfor%T,%#T,%Nand%#Nformatsadded.",8.94,95.65,426.38,484,96.91,81.96,523.28,177.61,FALSE,FALSE
152,4,BODY,"PartoftheStableABIsinceversion3.7.Readacharacterfromastring.Thisfunctionchecksthatunicodeisa Unicodeobjectandtheindexisnotoutofbounds,incontrasttoPyUnicode_READ_CHAR(),whichperforms noerrorchecking. Returncharacteronsuccess,-1onerrorwithanexceptionset. Addedinversion3.3.",8.94,65.76,426.37,271,96.91,219.45,523.28,285.21,FALSE,FALSE
159,7,BODY,Returnvalue:Newreference.PartoftheStableABI.Translateastringbyapplyingacharactermappingtable toitandreturntheresultingUnicodeobject.ReturnNULLifanexceptionwasraisedbythecodec. ThemappingtablemustmapUnicodeordinalintegerstoUnicodeordinalintegersorNone(causingdeletion ofthecharacter). Mappingtablesneedonlyprovidethe__getitem__()interface;dictionariesandsequencesworkwell.Un- mappedcharacterordinals(oneswhichcauseaLookupError)areleftuntouchedandarecopiedas-is. errorshastheusualmeaningforcodecs.ItmaybeNULLwhichindicatestousethedefaulterrorhandling.,8.94,95.65,426.38,549,96.91,418.7,523.28,514.35,FALSE,FALSE
159,8,BODY,"MBCScodecsforWindows ThesearetheMBCScodecAPIs.TheyarecurrentlyonlyavailableonWindowsandusetheWin32MBCSconverters toimplementtheconversions.NotethatMBCS(orDBCS)isaclassofencodings,notjustone.Thetargetencoding isdefinedbytheusersettingsonthemachinerunningthecodec. PyObject*PyUnicode_DecodeMBCS(constchar*str,Py_ssize_tsize,constchar*errors)",8.94,69.75,451.28,339,72,534.89,523.28,604.64,FALSE,FALSE
163,15,BODY,"Returnvalue:Newreference.PartoftheStableABI.Returnthesliceofthetuplepointedtobypbetweenlow andhigh,orNULLwithanexceptionsetonfailure. ThisistheequivalentofthePythonexpressionp[low:high].Indexingfromtheendofthetupleisnot supported.",8.94,47.83,426.38,230,96.91,428.66,523.29,476.49,FALSE,FALSE
165,2,BODY,Returnvalue:Borrowedreference.PartoftheStableABI.Returntheobjectatpositionposinthestruct sequencepointedtobyp. BoundscheckingisperformedasanassertionifPythonisbuiltindebugmodeorwithassertions.,8.94,35.88,426.37,192,96.91,96.91,523.28,132.78,FALSE,FALSE
167,26,BODY,"PartoftheStableABI.Determineifdictionarypcontainskey.Ifaniteminpismatcheskey,return1, otherwisereturn0.Onerror,return-1.ThisisequivalenttothePythonexpressionkeyinp.",8.94,17.94,426.37,164,96.91,640.52,523.28,658.46,FALSE,FALSE
171,7,BODY,"Registercallbackasadictionarywatcher.Returnanon-negativeintegeridwhichmustbepassedtofuturecalls toPyDict_Watch().Incaseoferror(e.g.nomorewatcherIDsavailable),return-1andsetanexception. Addedinversion3.12.",8.94,35.88,426.38,204,96.91,229.21,523.28,265.09,FALSE,FALSE
174,10,BODY,"Returnvalue:Borrowedreference.Returnaborrowedreferencetothe__module__attributeofthefunction objectop.ItcanbeNULL. Thisisnormallyastringcontainingthemodulename,butcanbesettoanyotherobjectbyPythoncode.",8.94,35.88,426.38,199,96.91,324.05,523.28,359.93,FALSE,FALSE
176,28,BODY,Returntrueifobisacellobject;obmustnotbeNULL.Thisfunctionalwayssucceeds.,8.94,5.99,335.4,71,96.91,761.74,432.31,767.73,FALSE,FALSE
179,10,BODY,"Clearwatcheridentifiedbywatcher_idpreviouslyreturnedfromPyCode_AddWatcher()forthecurrent interpreter.Return0onsuccess,or-1andsetanexceptiononerror(e.g.ifthegivenwatcher_idwasnever registered.) Addedinversion3.12.",8.94,47.83,426.37,212,96.91,395.79,523.28,443.62,FALSE,FALSE
179,14,BODY,"Typeofacodeobjectwatchercallbackfunction. IfeventisPY_CODE_EVENT_CREATE,thenthecallbackisinvokedaftercohasbeenfullyinitialized.Other- wise,thecallbackisinvokedbeforethedestructionofcotakesplace,sothepriorstateofcocanbeinspected. IfeventisPY_CODE_EVENT_DESTROY,takingareferenceinthecallbacktotheabout-to-be-destroyedcode objectwillresurrectitandpreventitfrombeingfreedatthistime.Whentheresurrectedobjectisdestroyed later,anywatchercallbacksactiveatthattimewillbecalledagain. UsersofthisAPIshouldnotrelyoninternalruntimeimplementationdetails.Suchdetailsmayinclude,but arenotlimitedto,theexactorderandtimingofcreationanddestructionofcodeobjects.Whilechangesin thesedetailsmayresultindifferencesobservablebywatchers(includingwhetheracallbackisinvokedornot), itdoesnotchangethesemanticsofthePythoncodebeingexecuted. Ifthecallbacksetsanexception,itmustreturn-1;thisexceptionwillbeprintedasanunraisableexception usingPyErr_WriteUnraisable().Otherwiseitshouldreturn0. Theremayalreadybeapendingexceptionsetonentrytothecallback.Inthiscase,thecallbackshouldreturn0 withthesameexceptionstillset.ThismeansthecallbackmaynotcallanyotherAPIthatcansetanexception unlessitsavesandclearstheexceptionstatefirst,andrestoresitbeforereturning. Addedinversion3.12.",8.94,221.18,426.38,1240,96.91,533.27,523.28,754.45,FALSE,FALSE
189,16,BODY,"Indicatethatmoduledoesordoesnotsupportrunningwithouttheglobalinterpreterlock(GIL),usingone ofthevaluesfromPy_mod_gil.Itmustbecalledduringmodule’sinitializationfunction.Ifthisfunctionis notcalledduringmoduleinitialization,theimportmachineryassumesthemoduledoesnotsupportrunning withouttheGIL.ThisfunctionisonlyavailableinPythonbuildsconfiguredwith--disable-gil.Return -1withanexceptionsetonerror,0onsuccess. Addedinversion3.13.",8.94,71.74,426.37,426,96.91,650.63,523.28,722.37,FALSE,FALSE
190,11,BODY,"Returnvalue:Newreference.PartoftheStableABI.Returnaniteratorthatworkswithageneralsequence object,seq.TheiterationendswhenthesequenceraisesIndexErrorforthesubscriptingoperation.",8.94,17.94,426.37,176,96.91,655.93,523.28,673.88,FALSE,FALSE
191,21,BODY,PartoftheStableABI.Thetypeobjectforsliceobjects.ThisisthesameassliceinthePythonlayer.,8.94,5.99,404.47,85,96.91,506.72,501.37,512.71,FALSE,FALSE
191,23,BODY,Returntrueifobisasliceobject;obmustnotbeNULL.Thisfunctionalwayssucceeds.,8.94,5.99,339.1,72,96.91,539.6,436,545.58,FALSE,FALSE
195,12,BODY,"PartoftheStableABI.Retrievethepointerstoredinthecapsule.Onfailure,setanexceptionandreturnNULL. Thenameparametermustcompareexactlytothenamestoredinthecapsule.Ifthenamestoredinthecapsule isNULL,thenamepassedinmustalsobeNULL.PythonusestheCfunctionstrcmp()tocomparecapsule names.",8.94,47.83,426.38,275,96.91,570.87,523.28,618.7,FALSE,FALSE
197,10,BODY,"Returnvalue:Newreference.Getthegenerator,coroutine,orasyncgeneratorthatownsthisframe,orNULLif thisframeisnotownedbyagenerator.Doesnotraiseanexception,evenifthereturnvalueisNULL. Returnastrongreference,orNULL. Addedinversion3.11.",8.94,53.81,426.37,228,96.91,371.88,523.28,425.68,FALSE,FALSE
197,18,BODY,"Returnvalue:Newreference.SimilartoPyFrame_GetVar(),butthevariablenameisaCstringencodedin UTF-8. Addedinversion3.12.",8.94,35.88,426.38,115,96.91,712.6,523.28,748.47,FALSE,FALSE
201,4,BODY,"Deactivatethectxcontextandrestorethepreviouscontextasthecurrentcontextforthecurrentthread.Returns 0onsuccess,and-1onerror.",8.94,17.94,426.37,122,96.91,129.78,523.28,147.73,FALSE,FALSE
203,6,BODY,"Returnvalue:Newreference.Returnadatetime.datetimeobjectwiththespecifiedyear,month,day,hour, minute,second,microsecondandfold. Addedinversion3.6.",8.94,35.88,426.37,144,96.91,167.64,523.28,203.52,FALSE,FALSE
203,14,BODY,Returnvalue:Newreference.Returnadatetime.timezoneobjectwithanunnamedfixedoffsetrepresented bytheoffsetargument. Addedinversion3.7.,8.94,35.87,426.37,130,96.91,394.79,523.28,430.66,FALSE,FALSE
204,5,BODY,Returnthetzinfo(whichmaybeNone). Addedinversion3.10.,8.94,23.92,156.29,52,96.91,180.59,253.2,204.51,FALSE,FALSE
204,17,BODY,Returnthetzinfo(whichmaybeNone). Addedinversion3.10.,8.94,23.92,156.29,52,96.91,443.61,253.2,467.53,FALSE,FALSE
207,5,BODY,"InanapplicationembeddingPython,thePy_Initialize()functionmustbecalledbeforeusinganyother Python/CAPIfunctions;withtheexceptionofafewfunctionsandtheglobalconfigurationvariables. ThefollowingfunctionscanbesafelycalledbeforePythonisinitialized:",8.94,35.88,451.28,241,72,293.5,523.28,329.37,FALSE,FALSE
210,13,BODY,"ThisAPIiskeptforbackwardcompatibility:settingPyConfig.quietshouldbeusedinstead,seePython InitializationConfiguration. Don’tdisplaythecopyrightandversionmessagesevenininteractivemode. Setbythe-qoption. Addedinversion3.2.",8.94,71.74,426.37,219,96.91,697.65,523.28,769.39,FALSE,FALSE
224,7,BODY,"PartoftheStableABI.ResetthecurrentthreadstatetoNULLandreleasetheglobalinterpreterlock.Thelock musthavebeencreatedearlierandmustbeheldbythecurrentthread.Thetstateargument,whichmustnot beNULL,isonlyusedtocheckthatitrepresentsthecurrentthreadstate—ifitisn’t,afatalerrorisreported. PyEval_SaveThread()isahigher-levelfunctionwhichisalwaysavailable(evenwhenthreadshavenot beeninitialized).",8.94,59.79,426.38,383,96.91,313.03,523.28,372.81,FALSE,FALSE
224,13,BODY,Ifthisis0thentheruntimewillnotsupportforkingtheprocessinanythreadwherethesub-interpreter iscurrentlyactive.Otherwiseforkisunrestricted. Notethatthesubprocessmodulestillworkswhenforkisdisallowed.,8.94,35.88,404.46,194,118.82,719.83,523.28,755.71,FALSE,FALSE
225,4,BODY,Ifthisis0thenthesub-interpreter’sthreadingmodulewon’tcreatethreads.Otherwisethreadsare allowed.,8.94,17.94,404.46,95,118.82,159.67,523.28,177.61,FALSE,FALSE
230,10,BODY,Gettheregisteredreferencetracerfunctionandthevalueoftheopaquedatapointerthatwasregisteredwhen PyRefTracer_SetTracer()wascalled.IfnotracerwasregisteredthisfunctionwillreturnNULLandwill setthedatapointertoNULL. TheGILmustbeheldwhencallingthisfunction.,8.94,47.83,426.37,249,96.91,383.83,523.28,431.66,FALSE,FALSE
232,6,BODY,"PartoftheStableABIsinceversion3.7.DestroyaTSSkeytoforgetthevaluesassociatedwiththekeyacross allthreads,andchangethekey’sinitializationstatetouninitialized.Adestroyedkeyisabletobeinitialized againbyPyThread_tss_create().Thisfunctioncanbecalledrepeatedlyonthesamekey–callingiton analreadydestroyedkeyisano-op.",8.94,41.85,426.38,307,96.91,271,523.28,312.86,FALSE,FALSE
232,8,BODY,PartoftheStableABIsinceversion3.7.Returnazerovaluetoindicatesuccessfullyassociatingavoid*value withaTSSkeyinthecurrentthread.Eachthreadhasadistinctmappingofthekeytoavoid*value.,8.94,17.94,426.37,176,96.91,339.75,523.28,357.69,FALSE,FALSE
232,10,BODY,PartoftheStableABIsinceversion3.7.Returnthevoid*valueassociatedwithaTSSkeyinthecurrent thread.ThisreturnsNULLifnovalueisassociatedwiththekeyinthecurrentthread.,8.94,17.94,426.37,159,96.91,384.58,523.28,402.52,FALSE,FALSE
245,9,BODY,"Enterinteractivemodeafterexecutingascriptoracommand. Ifgreaterthan0,enableinspect:whenascriptispassedasfirstargumentorthe-coptionisused,enter interactivemodeafterexecutingthescriptorthecommand,evenwhensys.stdindoesnotappearto beaterminal. Incrementedbythe-icommandlineoption.Setto1ifthePYTHONINSPECTenvironmentvariableis non-empty. Default:0.",8.94,95.65,404.46,342,118.82,461.54,523.28,557.19,FALSE,FALSE
245,12,BODY,"Ifgreaterthan0,enabletheinteractivemode(REPL). Incrementedbythe-icommandlineoption. Default:0.",8.94,41.85,212.72,94,118.82,634.89,331.55,676.74,FALSE,FALSE
247,13,BODY,"Parserdebugmode.Ifgreaterthan0,turnonparserdebuggingoutput(forexpertonly,dependingon compilationoptions). Incrementedbythe-dcommandlineoption.SettothePYTHONDEBUGenvironmentvariablevalue.",8.94,35.88,404.46,186,118.82,736.51,523.28,772.38,FALSE,FALSE
267,20,BODY,"ObjectwhichisvisibleinPythonasNone.ThisshouldonlybeaccessedusingthePy_Nonemacro,which evaluatestoapointertothisobject.",8.94,17.94,426.38,118,96.91,743.38,523.28,761.33,FALSE,FALSE
285,8,BODY,"InagarbagecollectedPython,tp_deallocmaybecalledfromanyPythonthread,notjustthethread whichcreatedtheobject(iftheobjectbecomespartofarefcountcycle,thatcyclemightbecollectedbya garbagecollectiononanythread).ThisisnotaproblemforPythonAPIcalls,sincethethreadonwhich tp_deallociscalledwillowntheGlobalInterpreterLock(GIL).However,iftheobjectbeingdestroyed inturndestroysobjectsfromsomeotherCorC++library,careshouldbetakentoensurethatdestroying thoseobjectsonthethreadwhichcalledtp_deallocwillnotviolateanyassumptionsofthelibrary.",8.94,65.76,411.43,523,104.38,417.64,515.81,483.41,FALSE,FALSE
289,8,BODY,ThisbitissetwhilePyType_Ready()isintheprocessofinitializingthetypeobject. Inheritance: ???,8.94,41.85,337.16,90,118.82,560.17,455.99,602.02,FALSE,FALSE
290,9,BODY,Thisbitindicatesthatinstancesoftheclassshouldbeweaklyreferenceable. Addedinversion3.12. Inheritance: Thisflagisinheritedunlessthetp_weaklistoffsetfieldissetinasuperclass.,8.94,59.79,317.85,170,118.82,542.24,436.67,602.02,FALSE,FALSE
290,11,BODY,"Onlyusablewithvariable-sizetypes,i.e.oneswithnon-zerotp_itemsize. Indicatesthatthevariable-sizedportionofaninstanceofthistypeisattheendoftheinstance’smemory area,atanoffsetofPy_TYPE(obj)->tp_basicsize(whichmaybedifferentineachsubclass). Whensettingthisflag,besurethatallsuperclasseseitherusethismemorylayout,orarenotvariable- sized.Pythondoesnotcheckthis. Addedinversion3.12. Inheritance: Thisflagisinherited.",8.94,119.56,404.45,409,118.82,628.91,523.28,748.47,FALSE,FALSE
293,13,BODY,"Whenimplementingtp_traverse,onlythemembersthattheinstanceowns(byhavingstrongreferences tothem)mustbevisited.Forinstance,ifanobjectsupportsweakreferencesviathetp_weaklistslot, thepointersupportingthelinkedlist(whattp_weaklistpointsto)mustnotbevisitedastheinstancedoes notdirectlyowntheweakreferencestoitself(theweakreferencelististheretosupporttheweakreference",8.94,41.85,411.43,359,104.38,709.95,515.81,751.8,FALSE,FALSE
300,7,BODY,"(Theonlyexampleofthisaretypesthemselves.Themetatype,PyType_Type,definesthisfunctiontodistin- guishbetweenstaticallyanddynamicallyallocatedtypes.) Inheritance: Thisfieldisinheritedbysubtypes. Default: Thisslothasnodefault.IfthisfieldisNULL,Py_TPFLAGS_HAVE_GCisusedasthefunctionalequivalent.",8.94,89.67,426.37,289,96.91,543.83,523.28,633.5,FALSE,FALSE
302,6,BODY,Inheritance: Thisfieldisinheritedbysubtypes. Addedinversion3.4. Changedinversion3.8:Beforeversion3.8itwasnecessarytosetthePy_TPFLAGS_HAVE_FINALIZEflags bitinorderforthisfieldtobeused.Thisisnolongerrequired.,8.94,71.74,426.38,206,96.91,312.9,523.29,384.64,FALSE,FALSE
303,1,BODY,"Also,sincePyTypeObjectisonlypartoftheLimitedAPIasanopaquestruct,anyextensionmodulesusingstatic typesmustbecompiledforaspecificPythonminorversion.",8.94,17.94,451.28,145,72,81.96,523.28,99.91,FALSE,FALSE
314,2,BODY,PartoftheStableABI.Typeofthevisitorfunctionpassedtothetp_traversehandler.Thefunctionshould becalledwithanobjecttotraverseasobjectandthethirdparametertothetp_traversehandlerasarg.The Pythoncoreusesseveralvisitorfunctionstoimplementcyclicgarbagedetection;it’snotexpectedthatusers willneedtowritetheirownvisitorfunctions.,8.94,41.85,426.38,318,96.91,144.73,523.28,186.58,FALSE,FALSE
321,10,BODY,PyObject*retval),8.94,5.99,69.49,16,251.6,520.32,321.09,526.31,FALSE,FALSE
322,16,BODY,Py_ssize_tlength),8.94,5.99,72,17,213.95,488.77,285.95,494.75,FALSE,TRUE
325,6,BODY,"Canreferto: •ThedefaultPythonpromptoftheinteractiveshellwhenenteringthecodeforanindentedcodeblock, whenwithinapairofmatchingleftandrightdelimiters(parentheses,squarebrackets,curlybracesor triplequotes),orafterspecifyingadecorator. •TheEllipsisbuilt-inconstant.",8.94,65.76,426.37,260,96.91,290.18,523.28,355.95,FALSE,FALSE
326,13,BODY,"Avalueassociatedwithanobjectwhichisusuallyreferencedbynameusingdottedexpressions.Forexample, ifanobjectohasanattributeaitwouldbereferencedaso.a. Itispossibletogiveanobjectanattributewhosenameisnotanidentifierasdefinedbyidentifiers,forexample usingsetattr(),iftheobjectallowsit.Suchanattributewillnotbeaccessibleusingadottedexpression, andwouldinsteadneedtoberetrievedwithgetattr().",8.94,59.79,426.38,381,96.91,518.33,523.28,578.11,FALSE,FALSE
327,8,BODY,"Afunction,andbyextensionamethod,isacallable.Aninstanceofaclassthatimplementsthe__call__() methodisalsoacallable.",8.94,17.94,426.37,112,96.91,408.54,523.28,426.48,FALSE,FALSE
328,14,BODY,"Coroutinesareamoregeneralizedformofsubroutines.Subroutinesareenteredatonepointandexitedat anotherpoint.Coroutinescanbeentered,exited,andresumedatmanydifferentpoints.Theycanbeimple- mentedwiththeasyncdefstatement.SeealsoPEP492.",8.94,29.9,426.37,226,96.91,482.46,523.28,512.36,FALSE,FALSE
330,17,BODY,"Formally,asdefinedinthelanguageexecutionmodel,afreevariableisanyvariableusedinanamespace whichisnotalocalvariableinthatnamespace.Seeclosurevariableforanexample.Pragmatically,duetothe nameofthecodeobject.co_freevarsattribute,thetermisalsosometimesusedasasynonymforclosure variable.",8.94,41.85,426.38,280,96.91,637.88,523.29,679.73,FALSE,FALSE
331,17,BODY,"Atypethatcanbeparameterized;typicallyacontainerclasssuchaslistordict.Usedfortypehintsand annotations. Formoredetails,seegenericaliastypes,PEP483,PEP484,PEP585,andthetypingmodule.",8.94,35.88,426.38,178,96.91,691.08,523.29,726.95,FALSE,FALSE
335,13,BODY,Mutableobjectscanchangetheirvaluebutkeeptheirid().Seealsoimmutable.,8.94,5.99,316.17,67,96.91,374.86,413.07,380.85,FALSE,FALSE
16,17,BODY,"Thesituationisslightlydifferentforfunctionreturnvalues.Whilepassingareferencetomostfunctionsdoesnot changeyourownershipresponsibilitiesforthatreference,manyfunctionsthatreturnareferencetoanobjectgiveyou ownershipofthereference.Thereasonissimple:inmanycases,thereturnedobjectiscreatedonthefly,andthe referenceyougetistheonlyreferencetotheobject.Therefore,thegenericfunctionsthatreturnobjectreferences, likePyObject_GetItem()andPySequence_GetItem(),alwaysreturnanewreference(thecallerbecomesthe ownerofthereference).",8.93,65.76,451.28,514,72,700.04,523.28,765.81,FALSE,FALSE
52,11,BODY,ThestartsymbolfromthePythongrammarforsequencesofstatementsasreadfromafileorothersource;for usewithPy_CompileString().ThisisthesymboltousewhencompilingarbitrarilylongPythonsource code.,8.93,29.9,426.37,183,96.91,347.96,523.28,377.86,FALSE,FALSE
53,8,BODY,"Indicatetakinganewstrongreferencetoobjecto,indicatingitisinuseandshouldnotbedestroyed. Thisfunctionhasnoeffectonimmortalobjects. Thisfunctionisusuallyusedtoconvertaborrowedreferencetoastrongreferencein-place.ThePy_NewRef() functioncanbeusedtocreateanewstrongreference. Whendoneusingtheobject,releaseisbycallingPy_DECREF(). TheobjectmustnotbeNULL;ifyouaren’tsurethatitisn’tNULL,usePy_XINCREF(). Donotexpectthisfunctiontoactuallymodifyoinanyway.Foratleastsomeobjects,thisfunctionhasno effect. Changedinversion3.12:Immortalobjectsarenotmodified.",8.93,137.49,426.37,542,96.91,502.39,523.28,639.88,FALSE,FALSE
54,8,BODY,"ThedeallocationfunctioncancausearbitraryPythoncodetobeinvoked(e.g.whenaclassinstancewitha __del__()methodisdeallocated).Whileexceptionsinsuchcodearenotpropagated,theexecutedcode hasfreeaccesstoallPythonglobalvariables.Thismeansthatanyobjectthatisreachablefromaglobal variableshouldbeinaconsistentstatebeforePy_DECREF()isinvoked.Forexample,codetodeletean objectfromalistshouldcopyareferencetothedeletedobjectinatemporaryvariable,updatethelistdata structure,andthencallPy_DECREF()forthetemporaryvariable.",8.93,65.76,411.43,502,104.38,471.44,515.8,537.21,FALSE,FALSE
55,4,BODY,PartoftheStableABI.Releaseastrongreferencetoobjecto.AfunctionversionofPy_XDECREF().Itcan beusedforruntimedynamicembeddingofPython.,8.93,17.94,426.37,130,96.91,141.74,523.28,159.68,FALSE,FALSE
63,15,BODY,"PartoftheStableABIsinceversion3.11.Retrievetheactiveexceptioninstance,aswouldbereturnedby sys.exception().Thisreferstoanexceptionthatwasalreadycaught,nottoanexceptionthatwasfreshly raised.ReturnsanewreferencetotheexceptionorNULL.Doesnotmodifytheinterpreter’sexceptionstate.",8.93,29.9,426.38,273,96.91,632.28,523.28,662.17,FALSE,FALSE
64,9,BODY,"Thisfunctionisnotnormallyusedbycodethatwantstohandleexceptions.Rather,itcanbeusedwhen codeneedstosaveandrestoretheexceptionstatetemporarily.UsePyErr_SetExcInfo()torestoreor cleartheexceptionstate.",8.93,29.9,411.43,196,104.38,361.43,515.81,391.33,FALSE,FALSE
64,14,BODY,"Thisfunctionisnotnormallyusedbycodethatwantstohandleexceptions.Rather,itcanbeusedwhen codeneedstosaveandrestoretheexceptionstatetemporarily.UsePyErr_GetExcInfo()toreadthe exceptionstate.",8.93,29.9,411.43,186,104.38,537.76,515.81,567.66,FALSE,FALSE
65,9,BODY,"PartoftheStableABIsinceversion3.10.Simulatetheeffectofasignalarriving.Thenexttime PyErr_CheckSignals()iscalled,thePythonsignalhandlerforthegivensignalnumberwillbecalled. ThisfunctioncanbecalledbyCcodethatsetsupitsownsignalhandlingandwantsPythonsignalhandlers tobeinvokedasexpectedwhenaninterruptionisrequested(forexamplewhentheuserpressesCtrl-Cto interruptanoperation). Ifthegivensignalisn’thandledbyPython(itwassettosignal.SIG_DFLorsignal.SIG_IGN),itwillbe ignored. Ifsignumisoutsideoftheallowedrangeofsignalnumbers,-1isreturned.Otherwise,0isreturned.The errorindicatorisneverchangedbythisfunction.",8.93,119.56,426.38,599,96.91,374.86,523.28,494.43,FALSE,FALSE
66,9,BODY,"Returnvalue:Newreference.PartoftheStableABI.Returnthecontext(anotherexceptioninstanceduring whosehandlingexwasraised)associatedwiththeexceptionasanewreference,asaccessiblefromPython throughthe__context__attribute.Ifthereisnocontextassociated,thisreturnsNULL.",8.93,29.9,426.38,258,96.91,385.72,523.28,415.62,FALSE,FALSE
72,10,BODY,"PartoftheStableABIonplatformswithfork().Functiontoupdatesomeinternalstateafteraprocessfork; thisshouldbecalledinthenewprocessifthePythoninterpreterwillcontinuetobeused.Ifanewexecutable isloadedintothenewprocess,thisfunctiondoesnotneedtobecalled. Deprecatedsinceversion3.7:ThisfunctionissupersededbyPyOS_AfterFork_Child().",8.93,47.83,426.37,321,96.91,357.05,523.28,404.88,FALSE,FALSE
76,4,BODY,"PartoftheStableABI.RegisteracleanupfunctiontobecalledbyPy_FinalizeEx().Thecleanupfunction willbecalledwithnoargumentsandshouldreturnnovalue.Atmost32cleanupfunctionscanberegistered. Whentheregistrationissuccessful,Py_AtExit()returns0;onfailure,itreturns-1.Thecleanupfunc- tionregisteredlastiscalledfirst.Eachcleanupfunctionwillbecalledatmostonce.SincePython’sinternal finalizationwillhavecompletedbeforethecleanupfunction,noPythonAPIsshouldbecalledbyfunc.",8.93,53.81,426.37,454,96.91,159.67,523.28,213.48,FALSE,FALSE
76,16,BODY,"Returnvalue:Newreference.PartoftheStableABIsinceversion3.7.Importamodule.Thisisbestdescribed byreferringtothebuilt-inPythonfunction__import__(),asthestandard__import__()functioncalls thisfunctiondirectly. Thereturnvalueisanewreferencetotheimportedmoduleortop-levelpackage,orNULLwithanexception setonfailure.Likefor__import__(),thereturnvaluewhenasubmoduleofapackagewasrequestedis normallythetop-levelpackage,unlessanon-emptyfromlistwasgiven. Addedinversion3.3.",8.93,89.67,426.37,460,96.91,621.85,523.28,711.52,FALSE,FALSE
79,2,BODY,"PartoftheStableABIsinceversion3.7.Loadafrozenmodulenamedname.Return1forsuccess,0ifthe moduleisnotfound,and-1withanexceptionsetiftheinitializationfailed.Toaccesstheimportedmodule onasuccessfulload,usePyImport_ImportModule().(Notethemisnomer—thisfunctionwouldreload themoduleifitwasalreadyimported.) Addedinversion3.3. Changedinversion3.4:The__file__attributeisnolongersetonthemodule.",8.93,77.72,426.38,382,96.91,96.91,523.28,174.63,FALSE,FALSE
82,15,BODY,y*(bytes-likeobject)[Py_buffer],8.93,5.98,134.63,31,72,442.92,206.63,448.9,TRUE,TRUE
83,1,BODY,"thevalueofthepointeritreferenceswillbesettoabufferwiththecontentsoftheargumenttext.Thetext willbeencodedintheencodingspecifiedbythefirstargument. PyArg_ParseTuple()willallocateabufferoftheneededsize,copytheencodeddataintothisbufferand adjust*buffertoreferencethenewlyallocatedstorage.ThecallerisresponsibleforcallingPyMem_Free()to freetheallocatedbufferafteruse.",8.93,59.79,426.37,362,96.91,81.96,523.28,141.75,FALSE,FALSE
84,26,BODY,"StoreaPythonobjectinaCobjectpointer.ThisissimilartoO,buttakestwoCarguments:thefirstisthe addressofaPythontypeobject,thesecondistheaddressoftheCvariable(oftypePyObject*)intowhich theobjectpointerisstored.IfthePythonobjectdoesnothavetherequiredtype,TypeErrorisraised.",8.93,29.9,426.38,265,96.91,521.69,523.28,551.59,FALSE,FALSE
84,27,BODY,"O&(object)[converter,address]",8.93,5.98,126.24,29,72,563.53,198.24,569.51,TRUE,TRUE
85,19,BODY,"*keywords,...)",8.93,5.99,59.68,14,235.47,689.06,295.14,695.05,FALSE,FALSE
88,12,BODY,ConvertaplainCinttoaPythonintegerobject.,8.93,5.99,193.46,40,118.82,267.27,312.29,273.26,FALSE,FALSE
89,6,BODY,"O&(object)[converter,anything]",8.93,5.98,131.7,30,96.91,183.58,228.6,189.56,TRUE,TRUE
94,12,BODY,Returnvalue:Newreference.PartoftheStableABI.GetaStreamReaderfactoryfunctionforthegiven encoding.,8.93,17.94,426.37,96,96.91,398.15,523.28,416.09,FALSE,FALSE
94,14,BODY,Returnvalue:Newreference.PartoftheStableABI.GetaStreamWriterfactoryfunctionforthegiven encoding.,8.93,17.94,426.37,96,96.91,442.98,523.28,460.93,FALSE,FALSE
95,10,BODY,"Addedinversion3.13. TheclockCAPIprovidesaccesstosystemclocks.ItissimilartothePythontimemodule. ForCAPIrelatedtothedatetimemodule,seeDateTimeObjects.",8.93,41.85,358.79,148,72,302.09,430.79,343.94,FALSE,FALSE
